painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
The New Bridge Under the Snow,Post-Impressionism,Bridges,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The New Bridge Under the Snow,Post-Impressionism,Winter,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Palm Tree,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Palm Trees in Front of the Port of L’Agha,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Pier at Sainte-Adresse,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Pink Room,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Pink Tree,Post-Impressionism,Flowers,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Point of l'Ile Saint-Louis, Paris",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Point of l'Ile Saint-Louis, Paris",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Pont Neuf Under the Snow, Paris",Post-Impressionism,Bridges,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port and Customs,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port and the City,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Bougie Algiers in Sunlight,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Algiers in Gray Weather,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Algiers,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Honfleur,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Honfleur,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Sables-d'Olonne,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of Sete,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Port of the Chaume,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Port of the Rochelle, Maree Basse",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Port, Veiled Sun",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Portal in the Greenery,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Red Boat at Dock,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Route de L'Estaque,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Seine and the Pantheon,Post-Impressionism,Rivers/Lakes,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Seine around Rouen,Post-Impressionism,Rivers/Lakes,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Seine at Poissy,Post-Impressionism,Rivers/Lakes,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Talus at La Frette,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Three Reds Herblay,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Three Rooftops, La Percaillerie",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Transporter Bridge in Marseille,Post-Impressionism,Bridges,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Transporter Bridge in Marseille,Post-Impressionism,Rivers/Lakes,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Tree, Candle Cornice",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Tree,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Triel Bridge,Post-Impressionism,Bridges,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"The Tugboat at Dock, Venice",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Tugboat at Triel,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Vaporetto,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
The Village Café,Post-Impressionism,Cafes/Bars,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"Toulon, Cap Brun",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"Toulon, Le Cap Brun",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Trees Over the Seine,Post-Impressionism,Rivers/Lakes,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Two Women in the Garden,Post-Impressionism,Gardens,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Venice,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"Venice, The Lagoon",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"Venice, The Liner",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
View from a Balcony,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"View of D'Agay, The Red Rocks",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
View of Montlaisant,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
View of Saint Jean de Luz,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
View of the Casbah,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Vigo Bay in the Sun,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Village Street,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
"Warships on the Basin, Venice",Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Young Lady,Post-Impressionism,,,,,Albert Marquet,French,Post-Impressionist,1875,1947
Still Life with Flowers,Avant-Garde,Flowers,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Flowers,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Jardinie`re,Avant-Garde,Still-Life,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Pears,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Pitcher,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Roses in a Vase,Avant-Garde,Flowers,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with Roses in a Vase,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with White Pitcher and Flowers,Avant-Garde,Flowers,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life with White Pitcher and Flowers,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Tan Still Life,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Tartarian Cherries,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
The Rendezvous,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Tulips in a Green Vase,Avant-Garde,Flowers,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Heads,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two-Heads,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Heads,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Seated Girls,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Sisters,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Sisters in Green,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Two Women,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Woman in Blue,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Woman with Short Hair,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Young Woman in Blue Dress,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Young Woman in Blue,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
"Saint-Mammès, Loing Canal",Impressionism,,Cleveland Museum Of Art,Cleveland,USA,Alfred Sisley,French,Impressionist,1839,1899
The Thames with Hampton Church,Impressionism,Churches/Temples/Mosques,,,,Alfred Sisley,French,Impressionist,1839,1899
The Thames with Hampton Church,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Landscape at Sevres,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Lane Near a Small Town,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Langland Bay,Impressionism,Seascapes,,,,Alfred Sisley,French,Impressionist,1839,1899
Little Bridge of L'Orvanne,Impressionism,Bridges,,,,Alfred Sisley,French,Impressionist,1839,1899
Little Bridge of L'Orvanne,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Little Bridge of L'Orvanne,Impressionism,Spring,,,,Alfred Sisley,French,Impressionist,1839,1899
Loing Dam at Saint-Mammès,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Machine Path,Impressionism,Autumn/Fall,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Meadow,Impressionism,,National Gallery of Art,Washington,USA,Alfred Sisley,French,Impressionist,1839,1899
"Molesey Weir, Hampton Court",Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Mooring Lines, the Effect of Snow at Saint-Cloud",Impressionism,,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
Moret at Sunset,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Moret-sur-Loing, Morning",Impressionism,Bridges,,,,Alfred Sisley,French,Impressionist,1839,1899
"Moret-sur-Loing, Morning",Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Moret-sur-Loing,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
"Moret, The Banks of the River Loing",Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Neighborhood Street in Louveciennes,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Neighbors Village,Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Orchard in Spring,Impressionism,Spring,,,,Alfred Sisley,French,Impressionist,1839,1899
Port Marly,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Rest Along the Stream, Edge of the Wood",Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
River Steamboat and Bridge,Impressionism,Bridges,,,,Alfred Sisley,French,Impressionist,1839,1899
River Steamboat and Bridge,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Sahurs Meadows in Morning Sun,Impressionism,,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
"Saint-Mammès, June Sunshine",Impressionism,Spring,,,,Alfred Sisley,French,Impressionist,1839,1899
Saint-Mammès le Matin,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Saint Mamme`s–Loing Canal,Impressionism,Rivers/Lakes,The Barnes Foundation,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
Saint-Mammès the Morning,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Se`vres Bridge,Impressionism,Bridges,The Barnes Foundation,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
Se`vres Bridge,Impressionism,Rivers/Lakes,The Barnes Foundation,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
Small Boats,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Small Meadows in Spring,Impressionism,Spring,The Tate Gallery,London,UK,Alfred Sisley,French,Impressionist,1839,1899
Snow at Louveciennes,Impressionism,Winter,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Snow at Louveciennes,Impressionism,Winter,,,,Alfred Sisley,French,Impressionist,1839,1899
Snow Effect at Louveciennes,Impressionism,Winter,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
"Snow on the Road, Louveciennes",Impressionism,Winter,,,,Alfred Sisley,French,Impressionist,1839,1899
Snow Weather in Veneux-Nadon,Impressionism,Winter,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Street Eugene Moussoir at Moret Winter,Impressionism,Winter,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
Street in Moret,Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
"Street of Princesse, Louveciennes",Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Summer in Moret,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
The Banks of the Oise,Impressionism,,National Gallery of Art,Washington,USA,Alfred Sisley,French,Impressionist,1839,1899
The Banks of the River at Saint-Mammès,Impressionism,Rivers/Lakes,The State Hermitage Museum,2,Russia,Alfred Sisley,French,Impressionist,1839,1899
"The Bark During the Flood, Port Marly",Impressionism,Rivers/Lakes,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Bridge at Saint-Mamme`s,Impressionism,Bridges,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
The Bridge at Villeneuve-la-Garenne,Impressionism,Bridges,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
The Bridge at Villeneuve-la-Garenne,Impressionism,Rivers/Lakes,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
The Canal at Saint-Mammès,Impressionism,Rivers/Lakes,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
The Church at Moret in the Morning Sun,Impressionism,Churches/Temples/Mosques,,,,Alfred Sisley,French,Impressionist,1839,1899
The Church at Moret,Impressionism,Churches/Temples/Mosques,,,,Alfred Sisley,French,Impressionist,1839,1899
The Flood at Port-Marly,Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Flood on the Road to Saint-Germain,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Fourteenth of July at Marly-le-Roi,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Lesson,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Loing's Canal,Impressionism,Rivers/Lakes,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Loire,Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
The Machine at Marly,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Moret Bridge,Impressionism,Bridges,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Moret Bridge,Impressionism,Rivers/Lakes,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Moret Bridge in the Sunlight,Impressionism,Bridges,,,,Alfred Sisley,French,Impressionist,1839,1899
The Moret Bridge,Impressionism,Bridges,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Moret Bridge,Impressionism,Rivers/Lakes,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Regattas at Molesey,Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Road from Versailles to Louveciennes,Impressionism,,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
The Road from Versailles to Saint-Germain,Impressionism,,The J. Paul Getty Museum,Los Angeles,USA,Alfred Sisley,French,Impressionist,1839,1899
The Road to Hampton Court,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Seine at Billancourt,Impressionism,Rivers/Lakes,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
"The Seine at Port-Marly, Piles of Sand",Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
The Seine Near Bougival,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
The Street in Marly,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"The Tugboat Sur Le Long, Saint-Mammès",Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
The Wash House of Billancourt,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
The Way from Montbuisson to Louveciennes,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Under the Bridge at Hampton Court,Impressionism,Bridges,,,,Alfred Sisley,French,Impressionist,1839,1899
View of Marly-le-Roi from Coeur-Volant,Impressionism,,The Metropolitan Museum of Art,New York,USA,Alfred Sisley,French,Impressionist,1839,1899
View of Moret-sur-Loing through the Trees,Impressionism,Churches/Temples/Mosques,,,,Alfred Sisley,French,Impressionist,1839,1899
View of Moret-sur-Loing through the Trees,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
View of Saint-Mammès,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Village on the Banks of the Seine,Impressionism,Rivers/Lakes,The State Hermitage Museum,2,Russia,Alfred Sisley,French,Impressionist,1839,1899
Watering Place at Marly,Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
Lake George,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Landscape on the Hudson,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Little Bass Rock, Narragansett, Rhode Island",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Low Tide,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Marine Landscape,American Landscape,Landscape Art,The Metropolitan Museum of Art,New York,USA,Alfred Thompson Bricher,American,Hudson River School,1837,1908
New England Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
On the Coast of Maine,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
On the Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
On the Water,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Otter Cliffs, Mount Desert Island, Maine",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Otter Cliffs, Mount Desert Island, Maine",American Landscape,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Rocky Beach,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Rocky Coast with Breaking Waves,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Rocky Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Sailing,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Sailing Off the Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Schooner Off Grand Manan Island,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Seascape,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Seascape,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Seascape, Beached Boat (Ashore on Salisbury Beach)",American Landscape,Landscape Art,Los Angeles County Museum of Art,Los Angeles,USA,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Seascape, Early Evening",,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Seascape, Early Evening",,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Sunset,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Two Ladies in a Rowboat,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Up the Hudson,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"West Island, Seaconnett Point, Rhode Island",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Winter's Glow,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Small Italian Market (Verona),Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Small Market in Venice,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Springtime in Orsay,Cubism,Spring,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life (Apples and Pitchers),Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life (Bouquet of Hydrangeas),Cubism,Flowers,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life (Bouquet of Hydrangeas),Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
"Still Life (Lamp, Books and Fruit)",Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life with Alarm Clock,Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life with Cup,Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
Still Life with Mimosas,Cubism,Still-Life,,,,Alice Bailly,Swiss,Cubist,1872,1938
Summer Afternoon,Cubism,Summer,,,,Alice Bailly,Swiss,Cubist,1872,1938
Summer Games II,Cubism,Summer,,,,Alice Bailly,Swiss,Cubist,1872,1938
Summer Games,Cubism,Summer,,,,Alice Bailly,Swiss,Cubist,1872,1938
Tea,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Tea,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Tea Time,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Avenue,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Battle of Tolochenaz,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Big Market in Sion,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Elephant,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Pink Garden,Cubism,Gardens,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Poet's Voice,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Strange Festival,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Strange Party,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
The Whim of Les Belles,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Three Female Torsos,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Time for Mass,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Vacation (Portrait of Wilma Toosbuy),Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Valasian Cemetery,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Woman at Her Dressing Table,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Woman at the Mirror,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Women Playing Bones,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Young Woman in a Red Shawl,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Young Woman with a Pipe,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Young Woman with White Glove,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
"Nude on the Sofa, Almaiisa",Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Jeanne Hebuterne in a Scarf,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Jeanne Hebuterne Sitting,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Leon Bakst,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Le´opold Zborowksi,Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Lola from Valencia,Expressionism,,The Metropolitan Museum of Art,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Lunia Czechowska,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Amedee (Woman with Cigarette),Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Hanka Zborowska Leaning on a Chair,Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Kisling,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Lunia Czechowska with a Fan,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Pompadour,Expressionism,,The Art Institute of Chicago,Chicago,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Madame Z,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Monsieur Deleu,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Mrs. G. Van Muyden,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Nude on a Blue Cushion,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Nude on a Divan,Expressionism,Nude,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Nude White Shirt Sitting,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Paul Guillaume, Novo Pilota",Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Paul Guillaume,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Pierre-Edouard Baranowski,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Polish Woman,Expressionism,,Philadelphia Museum of Art,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Woman,Expressionism,,Cleveland Museum Of Art,Cleveland,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Woman,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Woman with Hat,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Young Man,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Young Woman,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of a Young Woman,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Beatrice Hastings,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Beatrice Hastings,Expressionism,Portraits,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Frank Burty Haviland,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Franz Hellens,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of French Writer and Painter Max Jacob,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
