painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
Portrait of Jeanne Hebuterne,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Portrait of Jeanne Hebuterne, Head in Profile",Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne in Profile,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne in Profile,Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne in Yellow Sweater,Expressionism,,Solomon R. Guggenheim Museum,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Portrait of Jeanne Hebuterne, Left Arm Behind Head",Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Portrait of Jeanne Hebuterne, Seated",Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Jeanne Hebuterne,Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Juan Gris,Expressionism,,The Metropolitan Museum of Art,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Leopold Zborowski,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Leopold Zborowski,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Lunia Czechowska with a Woman's Blouse,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Lunia Czechowska,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Manuel Humbert,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Mario Varvogli,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Max Jacob,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Mme Zborowska,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Moise Kiesling,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Paul Guillaume,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Paulette Jourdain,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Portrait of Thora Klinckowstrom,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Reclining Nude,Expressionism,Nude,The Metropolitan Museum of Art,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Reclining Nude from the Back,Expressionism,Nude,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Reclining Nude on White Pillow,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Reclining Nude with Opened Arms,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Redheaded Girl in Evening Dress,Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Reverie, Portrait of Frank Burty Haviland",Expressionism,,Los Angeles County Museum of Art,Los Angeles,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Roger Dutilleul,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Seated Man in Front of an Orange Background,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Seated Nude,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Seated Nude,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Seated Woman with Child,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Sitting Boy with Hat,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Standing Nude, Elvira",Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"The Blonde Woman, Portrait of Germaine Survage",Expressionism,Portraits,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
The Blue-Eyed Boy,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
The Fat Child,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
The Grand Nude,Expressionism,Nude,The Museum of Modern Art,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
The Italian Woman,Expressionism,,The Metropolitan Museum of Art,New York,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
The Young Apprentice,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Woman with a Black Cravat,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Woman with Blue Eyes,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Woman with Red Hair,Expressionism,,National Gallery of Art,Washington,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Farmer,Expressionism,,The Tate Gallery,London,UK,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Man with Cap,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Woman Bare Breast,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Woman in a Shirt,Expressionism,Nude,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Young Woman in a Yellow Dress, Madame Modot",Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Woman in Blue,Expressionism,,The Barnes Foundation,Philadelphia,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Woman of the People,Expressionism,,Los Angeles County Museum of Art,Los Angeles,USA,Amedeo Modigliani,Italian,Expressionist,1884,1920
Young Woman,Expressionism,,,,,Amedeo Modigliani,Italian,Expressionist,1884,1920
"Paysage en Provence, Martigues",Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Paysage Provencal,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
"Pichets, Flacons et Assiette",Fauvism,Still-Life,,,,André Derain,French,Fauvist,1880,1954
Port,Fauvism,,The State Hermitage Museum,2,Russia,André Derain,French,Fauvist,1880,1954
Portrait de Genevie`ve Taillade,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Portrait du fils de l'Artiste,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Portrait of Matisse,Fauvism,,The Tate Gallery,London,UK,André Derain,French,Fauvist,1880,1954
Road in the Mountains,Fauvism,,The State Hermitage Museum,2,Russia,André Derain,French,Fauvist,1880,1954
Route en Provence,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Sous-bois,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Southern France,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Table Garnie,Fauvism,Still-Life,,,,André Derain,French,Fauvist,1880,1954
The Model,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
The Palace of Westminster,Fauvism,,Pushkin State Museum of Fine Arts,Moscow,Russia,André Derain,French,Fauvist,1880,1954
The Pool of London Ship,Fauvism,,The Tate Gallery,London,UK,André Derain,French,Fauvist,1880,1954
"The Sunken Path, L'Estaque",Fauvism,,The Metropolitan Museum of Art,New York,USA,André Derain,French,Fauvist,1880,1954
The Table,Fauvism,Still-Life,The Metropolitan Museum of Art,New York,USA,André Derain,French,Fauvist,1880,1954
The Thames and Tower Bridge,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Voiliers a Collioure,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Vue de Cagnes,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Vue de Cassis,Fauvism,,,,,André Derain,French,Fauvist,1880,1954
Waterloo Bridge,Fauvism,Bridges,Musée d'Orsay,Paris,France,André Derain,French,Fauvist,1880,1954
Salvator Mundi,Neo-Classicism,Jesus Christ,Los Angeles County Museum of Art,Los Angeles,USA,Anton Raphael Mengs,German,Neoclassical,1728,1779
Self-Portrait,Neo-Classicism,Portraits,The State Hermitage Museum,2,Russia,Anton Raphael Mengs,German,Neoclassical,1728,1779
Self-Portrait,Neo-Classicism,Portraits,,,,Anton Raphael Mengs,German,Neoclassical,1728,1779
Self-Portrait,Neo-Classicism,Portraits,,,,Anton Raphael Mengs,German,Neoclassical,1728,1779
Self-Portrait,Neo-Classicism,Portraits,Cleveland Museum Of Art,Cleveland,USA,Anton Raphael Mengs,German,Neoclassical,1728,1779
Semiramis Receives News of the Babylonian Revolt,Neo-Classicism,,The Prado Museum,Madrid,Spain,Anton Raphael Mengs,German,Neoclassical,1728,1779
St. John the Baptist Preaching,Neo-Classicism,,The State Hermitage Museum,2,Russia,Anton Raphael Mengs,German,Neoclassical,1728,1779
The Dream of St. Joseph,Neo-Classicism,,,,,Anton Raphael Mengs,German,Neoclassical,1728,1779
The Flagellation of Christ,Neo-Classicism,Jesus Christ,,,,Anton Raphael Mengs,German,Neoclassical,1728,1779
The Surprise,Naturalism,Deers,,,,Arthur Fitzwilliam Tait,American,Naturalist,1819,1905
Two Setters and Quail,Naturalism,Dogs,,,,Arthur Fitzwilliam Tait,American,Naturalist,1819,1905
Woodcock and Young,Naturalism,,,,,Arthur Fitzwilliam Tait,American,Naturalist,1819,1905
Young Ruffed Grouse,Naturalism,,,,,Arthur Fitzwilliam Tait,American,Naturalist,1819,1905
Little Walter's Toys,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Man Reading in a Park,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Milliner's Shop,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Mounted Indians in the Tent,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Nude with Coral Necklace,Expressionism,Nude,,,,August Macke,German,Expressionist,1887,1914
Our Street in Gray,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Portrait of Franz Marc,Expressionism,Portraits,,,,August Macke,German,Expressionist,1887,1914
Portrait of the Artist's Wife with a Hat,Expressionism,Portraits,,,,August Macke,German,Expressionist,1887,1914
Portrait with Apples,Expressionism,Portraits,,,,August Macke,German,Expressionist,1887,1914
Promenade,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Reclining Female Nude,Expressionism,Nude,,,,August Macke,German,Expressionist,1887,1914
Rokoko,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Russian Ballet I,Expressionism,Dancers,,,,August Macke,German,Expressionist,1887,1914
Sailboat on the Tegernsee,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Seiltanzerin,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Self-Portrait,Expressionism,Portraits,,,,August Macke,German,Expressionist,1887,1914
Self-Portrait with Hat,Expressionism,Portraits,,,,August Macke,German,Expressionist,1887,1914
Sitting Nude with Pillow,Expressionism,Nude,,,,August Macke,German,Expressionist,1887,1914
St. George,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
St. Mary's in the Snow,Expressionism,Winter,,,,August Macke,German,Expressionist,1887,1914
St. Mary's with Houses and Chimney,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Staudacher's House at the Tegernsee,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
"Still Life, Hyacinths Carpet",Expressionism,Still-Life,,,,August Macke,German,Expressionist,1887,1914
Street with Church in Kandern,Expressionism,Churches/Temples/Mosques,,,,August Macke,German,Expressionist,1887,1914
Sunlight Walk,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Tegernsee Landscape II,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Tegernsee Landscape,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
The Milliner's,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Three Girls in a Barque,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Three Nudes Against Blue Background,Expressionism,Nude,,,,August Macke,German,Expressionist,1887,1914
Tightrope Walker,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Turkish Cafe´ II,Expressionism,Cafes/Bars,,,,August Macke,German,Expressionist,1887,1914
Vegetable Fields,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
View From the Tegernsee,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Woman in a Green Jacket,Expressionism,Rivers/Lakes,,,,August Macke,German,Expressionist,1887,1914
Woman in Park,Expressionism,,The Museum of Modern Art,New York,USA,August Macke,German,Expressionist,1887,1914
Woman Reading in Red Armchair,Expressionism,,,,,August Macke,German,Expressionist,1887,1914
Zoological Garden I,Expressionism,Gardens,,,,August Macke,German,Expressionist,1887,1914
Woman Picking Flowers,Impressionism,,,,,Berthe Morisot,French,Impressionist,1841,1895
Young Woman at the Mirror,Impressionism,,The Art Institute of Chicago,Chicago,USA,Berthe Morisot,French,Impressionist,1841,1895
Young Woman Dressed for the Ball,Impressionism,,Musée d'Orsay,Paris,France,Berthe Morisot,French,Impressionist,1841,1895
Young Woman Powdering Herself,Impressionism,,Musée d'Orsay,Paris,France,Berthe Morisot,French,Impressionist,1841,1895
Young Woman Sewing in the Garden,Impressionism,Gardens,The Metropolitan Museum of Art,New York,USA,Berthe Morisot,French,Impressionist,1841,1895
Young Woman Watering a Shrub,Impressionism,,,,,Berthe Morisot,French,Impressionist,1841,1895
"Cow Keeper, Éragny",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Docks at Rouen,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
"Edge of the Woods Near l'Hermitage, Pontoise",Impressionism,,Cleveland Museum Of Art,Cleveland,USA,Camille Pissarro,French,Impressionist,1830,1903
Factory Near Pontoise,Impressionism,Rivers/Lakes,,,,Camille Pissarro,French,Impressionist,1830,1903
"Fair on a Sunny Afternoon, Dieppe",Impressionism,Summer,Philadelphia Museum of Art,Philadelphia,USA,Camille Pissarro,French,Impressionist,1830,1903
Farm at Montfoucault,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Festival at L'Hermitage,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Fishmarket,Impressionism,,Cleveland Museum Of Art,Cleveland,USA,Camille Pissarro,French,Impressionist,1830,1903
"Fox Hill, Upper Norwood",Impressionism,Winter,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"French Theater Square, Paris in Rain",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Garden in Full Sunlight,Impressionism,Gardens,The Barnes Foundation,Philadelphia,USA,Camille Pissarro,French,Impressionist,1830,1903
Hamlet in the Surroundings of Pontoise,Impressionism,Spring,,,,Camille Pissarro,French,Impressionist,1830,1903
Haymaking at E´ragny,Impressionism,,The Art Institute of Chicago,Chicago,USA,Camille Pissarro,French,Impressionist,1830,1903
"Haystacks, Morning, Éragny",Impressionism,,The Metropolitan Museum of Art,New York,USA,Camille Pissarro,French,Impressionist,1830,1903
Hoar Frost,Impressionism,Winter,Musée d'Orsay,Paris,France,Camille Pissarro,French,Impressionist,1830,1903
"Jalais Hill, Pontoise",Impressionism,,The Metropolitan Museum of Art,New York,USA,Camille Pissarro,French,Impressionist,1830,1903
Jeanne Pissarro with a Bouquet,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
June Morning at Pontoise,Impressionism,,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"Kitchen Gardens at L'Hermitage, Pontoise",Impressionism,Autumn/Fall,,,,Camille Pissarro,French,Impressionist,1830,1903
"Kitchen Gardens at L'Hermitage, Pontoise",Impressionism,Gardens,,,,Camille Pissarro,French,Impressionist,1830,1903
"Lafayette Square, Rouen",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Landscape at Louveciennes in Autumn,Impressionism,Autumn/Fall,The J. Paul Getty Museum,Los Angeles,USA,Camille Pissarro,French,Impressionist,1830,1903
Landscape at Pontoise,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Landscape from Pontoise,Impressionism,,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"Landscape Near Pontoise, the Auvers Road",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Landscape (Orchard),Impressionism,Spring,Philadelphia Museum of Art,Philadelphia,USA,Camille Pissarro,French,Impressionist,1830,1903
"Landscape with Houses and Fence Wall, Frost and Mist, Éragny",Impressionism,Winter,,,,Camille Pissarro,French,Impressionist,1830,1903
"Landscape with Patis, Pontoise",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
"The Cours-la-Reine in Rouen, Gray Weather",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
L'Hermitage a Pontoise,Impressionism,,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"L'Hermitage in Summer, Pontoise",Impressionism,Summer,,,,Camille Pissarro,French,Impressionist,1830,1903
Louveciennes with Mont Valerien in the Background,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Louveciennes,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
"Morning, an Overcast Day, Rouen",Impressionism,,The Metropolitan Museum of Art,New York,USA,Camille Pissarro,French,Impressionist,1830,1903
Morning Sun in the Saint-Honore Street,Impressionism,,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"Morning Sunlight Effect, Éragny",Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
"Morning Sunlight on the Snow, Éragny-sur-Epte",Impressionism,Winter,,,,Camille Pissarro,French,Impressionist,1830,1903
"Quai Napoléon, Rouen",Impressionism,,Philadelphia Museum of Art,Philadelphia,USA,Camille Pissarro,French,Impressionist,1830,1903
Near Sydenham Hill,Impressionism,,,,,Camille Pissarro,French,Impressionist,1830,1903
Nude Woman from Back in Interior,Impressionism,Nude,,,,Camille Pissarro,French,Impressionist,1830,1903
Open Fields with Haystacks Near Pontoise,Impressionism,Autumn/Fall,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
"Orchard in Bloom, Louveciennes",Impressionism,Spring,National Gallery of Art,Washington,USA,Camille Pissarro,French,Impressionist,1830,1903
